Student_ID,Group_ID,Brightness,Noise,Flexibility
S1360,128,58,51,1
S1361,128,100,34,1
S1362,128,78,60,4
S1363,128,46,47,5
S1364,128,46,34,4
S1365,128,68,24,5
S1366,129,72,42,3
S1367,129,80,43,2
S1368,130,98,36,3
S1369,130,63,37,4
S1370,130,70,41,4
S1371,130,68,29,4
S1372,130,55,22,2
S1373,130,76,38,1
S1374,130,34,43,4
S1375,130,72,8,1
S1376,130,55,22,3
S1377,130,56,43,1
S1378,131,57,54,4
S1379,131,66,24,1
S1380,131,34,36,3
S1381,131,85,41,1
S1382,132,74,23,2
S1383,132,52,31,4
S1384,132,54,57,5
S1385,132,68,49,5
S1386,132,90,41,5
S1387,132,53,29,2
S1388,132,69,38,1
S1389,132,40,51,1
S1390,132,74,45,2
S1391,132,50,40,4
S1392,133,58,50,1
S1393,133,61,23,4
S1394,133,48,43,1
S1395,133,40,47,2
S1396,134,60,27,4
S1397,134,59,36,2
S1398,134,57,25,4
S1399,134,27,20,1
S1400,134,64,31,5
S1401,134,100,26,3
S1402,134,61,37,4
S1403,134,57,28,5
S1404,134,87,33,4
S1405,134,31,47,4
S1406,134,74,43,5
S1407,135,55,55,1
S1408,135,75,48,1
S1409,135,63,55,3
S1410,135,58,32,5
S1411,135,84,44,3
S1412,135,50,41,2
S1413,135,51,46,1
S1414,136,60,27,5
S1415,136,45,33,2
S1416,136,67,47,5
S1417,136,57,38,3
S1418,136,71,37,2
S1419,136,69,34,3
S1420,136,52,34,4
S1421,136,66,39,5
S1422,136,70,50,3
S1423,136,39,35,4
S1424,136,30,52,5
S1425,136,54,51,3
S1426,136,70,55,4
S1427,136,69,41,1
S1428,136,42,39,1
S1429,137,41,48,4
S1430,137,25,38,5
S1431,137,63,30,2
S1432,137,46,39,2
S1433,137,60,34,1
S1434,137,44,49,4
S1435,137,21,45,1
S1436,137,55,42,5
S1437,137,54,37,3
S1438,137,86,44,5
S1439,137,70,52,3
S1440,137,69,41,1
S1441,137,79,32,4
S1442,137,76,41,5
S1443,137,58,45,1
S1444,137,98,23,3
S1445,137,82,45,3
S1446,137,65,33,4
S1447,137,81,25,1
S1448,138,76,11,1
S1449,138,76,51,5
S1450,138,64,45,3
S1451,138,53,45,1
S1452,138,97,31,5
S1453,138,52,51,2
S1454,138,61,46,1
S1455,138,93,55,1
S1456,138,36,45,3
S1457,138,73,39,4
S1458,138,71,33,5
S1459,138,51,49,1
S1460,138,78,56,5
S1461,138,51,46,1
S1462,138,43,50,3
S1463,138,84,52,2
S1464,139,46,58,2
S1465,139,71,50,4
S1466,139,60,49,3
S1467,139,55,27,1
S1468,139,42,41,5
S1469,139,69,32,5
S1470,139,88,34,4
S1471,139,69,61,2
S1472,139,75,32,3
S1473,139,55,39,3
S1474,139,66,34,5
S1475,139,59,27,2
S1476,139,62,45,1
S1477,139,45,48,2
S1478,139,76,42,3
S1479,139,49,17,5
S1480,139,50,45,2
S1481,139,78,35,2
S1482,140,89,47,2
S1483,140,87,24,3
S1484,140,43,35,5
S1485,140,65,42,3
S1486,140,36,28,5
S1487,140,54,43,3
S1488,140,47,49,3
S1489,140,48,35,4
S1490,140,84,28,1
S1491,140,83,38,2
S1492,140,46,38,2
S1493,140,55,44,5
S1494,140,89,52,4
S1495,140,36,46,4
S1496,141,80,36,2
S1497,141,51,25,1
S1498,141,29,36,3
S1499,141,46,27,3
S1500,141,82,39,5
S1501,141,67,30,1
S1502,141,36,47,2
S1503,141,75,32,1
S1504,141,50,33,1
S1505,141,74,55,4
S1506,141,46,47,4
S1507,141,36,33,1
S1508,141,42,70,1
S1509,141,82,33,2
S1510,141,72,44,5
S1511,142,56,38,5
S1512,142,63,29,2
S1513,142,84,51,5
S1514,142,42,31,3
S1515,143,82,33,3
S1516,143,36,29,1
S1517,143,71,16,4
S1518,143,51,37,3
S1519,143,78,39,2
S1520,143,79,38,3
S1521,143,50,62,1
S1522,143,35,43,1
S1523,143,48,24,1
S1524,143,51,33,5
S1525,144,85,45,2
S1526,144,62,20,5
S1527,144,74,51,4
S1528,144,39,40,5
S1529,144,48,32,2
S1530,144,57,45,4
S1531,144,42,39,3
S1532,144,80,48,5
S1533,144,83,49,2
S1534,144,70,34,3
S1535,144,46,42,4
S1536,145,57,32,2
S1537,145,0,38,5
S1538,145,85,43,4
S1539,145,50,38,3
S1540,145,43,29,3
S1541,145,56,45,1
S1542,145,77,61,5
S1543,145,29,28,3
S1544,145,73,55,1
S1545,145,54,39,5
S1546,145,70,56,3
S1547,145,55,45,3
S1548,145,64,39,3
S1549,145,38,29,3
S1550,146,59,29,4
S1551,146,63,60,1
S1552,146,78,27,4
S1553,146,97,22,5
S1554,146,39,33,4
S1555,146,53,37,4
S1556,146,56,29,5
S1557,146,33,52,5
S1558,146,72,28,1
S1559,146,52,17,2
S1560,146,58,36,1
S1561,146,38,43,1
S1562,146,47,37,1
S1563,146,49,55,5
S1564,146,67,37,4
S1565,146,67,47,4
S1566,147,49,42,5
S1567,147,68,28,5
S1568,147,43,31,5
S1569,147,85,35,5
S1570,147,47,52,4
S1571,147,41,31,1
S1572,147,84,57,3
S1573,147,64,39,5
S1574,147,45,43,1
S1575,147,45,55,3
S1576,147,51,29,2
S1577,147,61,45,1
S1578,147,2,29,4
S1579,147,77,34,2
S1580,147,64,33,1
S1581,147,66,47,5
S1582,148,70,43,5
S1583,148,48,30,1
S1584,148,41,32,2
S1585,148,84,42,2
S1586,148,61,48,2
S1587,148,54,41,4
S1588,148,66,59,1
S1589,148,72,60,4
S1590,148,27,40,3
S1591,148,49,45,5
S1592,148,12,17,2
S1593,149,80,31,1
S1594,149,73,43,1
S1595,149,46,39,5
S1596,149,100,44,3
S1597,149,91,29,1
S1598,149,67,49,3
S1599,149,65,22,5
S1600,149,92,39,3
S1601,149,48,55,2
S1602,149,66,51,5
S1603,149,64,39,5
S1604,149,28,25,2
S1605,149,34,38,3
S1606,150,54,34,1
S1607,150,37,41,4
S1608,150,72,40,1
S1609,150,70,45,3
S1610,150,42,50,3
S1611,150,100,43,2
S1612,151,38,46,4
S1613,151,65,30,2
S1614,151,67,29,2
S1615,151,43,43,2
S1616,151,36,30,4
S1617,151,18,40,3
S1618,151,39,38,2
S1619,151,82,34,2
S1620,151,71,41,5
S1621,151,82,37,3
S1622,151,79,35,5
S1623,151,45,54,3
S1624,151,61,52,2
S1625,151,52,30,5
S1626,151,61,35,1
S1627,151,68,55,4
S1628,151,36,51,5
S1629,151,65,37,1
S1630,152,54,33,1
S1631,152,74,32,2
S1632,152,51,35,2
S1633,152,45,24,5
S1634,152,33,39,3
S1635,152,85,35,1
S1636,152,49,45,3
S1637,152,55,41,4
S1638,152,76,51,2
S1639,152,65,45,1
S1640,152,23,33,2
S1641,152,57,48,5
S1642,152,64,43,1
S1643,152,93,26,1
S1644,152,93,35,3
S1645,152,38,45,4
S1646,152,72,31,4
S1647,152,42,27,4
S1648,152,59,43,3
S1649,152,47,52,5
S1650,153,72,71,5
S1651,153,27,39,5
S1652,153,59,20,2
S1653,153,35,48,3
S1654,153,47,45,4
S1655,153,40,42,2
S1656,153,49,52,5
S1657,153,44,41,5
S1658,153,44,40,1
S1659,153,77,42,5
S1660,153,53,34,2
S1661,153,59,33,2
S1662,153,71,32,4
S1663,153,53,47,5
S1664,154,53,43,5
S1665,154,58,54,2
S1666,154,33,32,3
S1667,154,64,48,3
S1668,154,74,45,5
S1669,154,52,42,5
S1670,154,64,28,2
S1671,154,75,49,4
S1672,155,67,40,3
S1673,155,56,24,4
S1674,155,51,51,5
S1675,155,85,28,1
S1676,155,64,46,4
S1677,155,80,48,5
S1678,155,39,23,1
S1679,155,78,55,3
S1680,155,61,47,4
S1681,155,39,25,4
S1682,155,73,39,4
S1683,156,51,34,4
S1684,156,65,48,3
S1685,156,65,30,1
S1686,156,60,38,4
S1687,156,67,46,2
S1688,156,47,41,2
S1689,156,68,52,4
S1690,156,61,36,5
S1691,156,60,47,3
S1692,156,84,40,3
S1693,156,39,42,3
S1694,156,55,37,3
S1695,156,18,34,2
S1696,156,60,29,3
S1697,156,48,60,4
S1698,157,53,32,4
S1699,157,52,40,1
S1700,157,42,38,5
S1701,157,41,24,4
S1702,157,55,27,1
S1703,157,75,46,5
S1704,157,80,51,1
S1705,157,60,33,3
S1706,157,43,44,1
S1707,157,94,50,1
S1708,157,27,42,2
S1709,157,51,31,2
S1710,157,58,45,2
S1711,157,32,36,1
S1712,157,100,31,1
S1713,157,92,30,5
S1714,157,58,56,3
S1715,157,54,48,3
S1716,157,30,38,3
S1717,158,77,28,4
S1718,158,37,33,5
S1719,158,21,34,4
S1720,158,45,37,5
S1721,158,44,51,3
S1722,158,38,27,2
S1723,159,94,35,2
S1724,159,85,40,2
S1725,159,39,41,1
S1726,159,32,31,4
S1727,159,75,41,3
S1728,159,91,34,1
S1729,159,54,46,1
S1730,159,35,42,1
S1731,159,41,49,3
S1732,159,70,50,4
S1733,160,65,51,3
S1734,160,38,31,4
S1735,160,87,34,5
S1736,161,71,24,5
S1737,161,43,39,4
S1738,161,26,41,2
S1739,161,57,31,2
S1740,162,58,57,4
S1741,162,62,27,4
S1742,162,97,46,4
S1743,162,76,46,2
S1744,162,26,14,4
S1745,162,0,51,2
S1746,163,73,37,3
S1747,163,32,64,2
S1748,163,43,37,1
S1749,163,41,51,4
S1750,163,50,37,1
S1751,163,60,44,3
S1752,163,65,41,5
S1753,163,86,43,3
S1754,163,40,40,3
S1755,163,57,28,4
S1756,163,45,53,4
S1757,163,67,22,3
S1758,164,25,37,5
S1759,164,74,55,4
S1760,164,62,35,1
S1761,164,35,49,4
S1762,164,51,36,5
S1763,164,47,35,4
S1764,164,71,52,1
S1765,164,47,48,3
S1766,164,44,60,5
S1767,164,39,45,3
S1768,164,50,30,1
S1769,165,46,32,3
S1770,165,42,49,1
S1771,165,21,42,1
S1772,165,100,44,1
S1773,165,21,55,2
S1774,165,33,35,4
S1775,165,55,40,1
S1776,165,37,42,2
S1777,165,82,27,5
S1778,165,69,50,5
S1779,165,63,42,5
S1780,165,58,46,4
S1781,166,26,26,2
S1782,166,64,40,5
S1783,166,63,21,2
S1784,166,67,44,5
S1785,166,36,15,2
S1786,166,61,33,2
S1787,166,48,36,1
S1788,166,44,21,2
S1789,166,52,51,1
S1790,166,35,35,3
S1791,166,76,55,3
S1792,166,89,39,1
S1793,167,32,39,2
S1794,167,98,36,1
S1795,167,96,43,3
S1796,167,62,44,3
S1797,168,48,23,1
S1798,168,81,30,5
S1799,168,32,38,3
S1800,168,80,48,1
S1801,168,15,26,2
S1802,168,58,36,3
S1803,168,63,20,1
S1804,168,64,37,2
S1805,168,56,46,2
S1806,168,71,43,4
S1807,168,100,40,1
S1808,168,57,48,5
S1809,168,79,41,3
S1810,168,20,60,2
S1811,168,87,34,4
S1812,168,33,46,3
S1813,169,66,39,1
S1814,169,73,36,5
S1815,169,59,29,4
S1816,169,87,34,3
S1817,169,30,51,2
S1818,169,45,22,1
S1819,169,52,37,4
S1820,169,70,24,1
S1821,169,62,29,2
S1822,169,45,38,1
S1823,169,89,34,2
S1824,169,57,22,3
S1825,169,60,46,1
S1826,170,72,26,5
S1827,170,72,40,4
S1828,170,60,45,3
S1829,170,41,25,2
S1830,170,69,33,4
S1831,170,98,53,4
S1832,170,54,54,5
S1833,170,59,42,1
S1834,170,72,30,1
S1835,170,92,42,2
S1836,170,100,37,3
S1837,170,68,35,4
S1838,171,57,33,2
S1839,171,74,38,1
S1840,171,76,51,1
S1841,171,80,38,2
S1842,171,82,45,2
S1843,171,63,45,4
S1844,171,81,37,4
S1845,171,61,23,5
S1846,171,61,39,3
S1847,171,58,27,5
S1848,171,50,28,3
S1849,171,78,37,4
S1850,171,98,51,3
S1851,172,78,32,2
S1852,172,71,45,3
S1853,172,99,27,4
S1854,172,46,32,5
S1855,173,73,39,4
S1856,173,51,37,4
S1857,173,68,45,4
S1858,173,27,62,2
S1859,173,33,30,2
S1860,173,46,31,5
S1861,173,71,28,3
S1862,173,12,41,2
S1863,173,93,55,3
S1864,173,56,32,1
S1865,173,59,39,1
S1866,173,36,42,1
S1867,173,56,52,2
S1868,173,83,31,2
S1869,173,73,45,1
S1870,173,64,28,2
S1871,174,35,41,3
S1872,174,70,34,1
S1873,174,60,39,3
S1874,174,62,48,2
S1875,174,47,64,5
S1876,174,38,31,1
S1877,174,42,37,2
S1878,174,63,33,5
S1879,174,89,35,4
S1880,174,94,53,4
S1881,174,42,27,4
S1882,174,64,31,2
S1883,174,41,45,1
S1884,174,84,27,4
S1885,175,45,27,3
S1886,175,52,43,5
S1887,175,78,33,3
S1888,175,51,41,2
S1889,175,47,40,3
S1890,175,76,31,2
S1891,175,89,0,3
S1892,175,68,38,5
S1893,175,36,46,1
S1894,175,52,33,1
S1895,175,69,14,5
S1896,175,38,40,3
S1897,175,71,50,4
S1898,175,61,34,1
S1899,175,45,33,3
S1900,175,62,34,3
S1901,176,65,42,4
S1902,176,70,30,2
S1903,176,70,44,3
S1904,176,100,34,3
S1905,176,46,36,1
S1906,176,88,22,2
S1907,176,57,50,4
S1908,176,41,42,2
S1909,176,59,45,5
S1910,176,25,40,1
S1911,176,39,45,2
S1912,176,57,53,1
S1913,176,43,34,4
S1914,176,70,32,4
S1915,176,43,39,2
S1916,176,58,34,1
S1917,176,65,48,2
S1918,177,39,21,3
S1919,177,75,45,3
S1920,177,89,45,2
S1921,177,100,44,1
S1922,177,98,28,5
S1923,177,30,47,2
S1924,177,73,30,1
S1925,177,33,43,4
S1926,177,19,46,1
S1927,177,72,31,5
S1928,177,77,39,2
S1929,177,80,48,5
S1930,177,88,53,2
S1931,177,99,50,3
S1932,177,29,56,2
S1933,178,16,44,3
S1934,178,63,43,5
S1935,178,46,41,2
S1936,178,65,40,3
S1937,178,59,53,2
S1938,178,66,37,5
S1939,178,56,45,5
S1940,179,68,35,3
S1941,179,87,41,5
S1942,179,65,25,3
S1943,179,69,48,1
S1944,179,60,35,1
S1945,179,70,37,3
S1946,179,52,30,2
S1947,179,42,50,4
S1948,179,73,59,5
S1949,179,94,41,5
S1950,179,32,40,3
S1951,179,84,32,1
S1952,180,60,41,5
S1972,181,32,45,3
S1973,181,56,32,3
S1974,181,77,56,4
S1975,181,100,39,5
S1976,181,45,41,5
S1977,181,40,49,5
S1978,181,61,50,5
S1979,182,78,33,5
S1980,182,57,20,5
S1981,182,23,27,1
S1982,183,78,44,3
S1983,183,43,45,3
S1984,183,84,29,3
S1985,183,43,26,5
S1986,183,36,39,5
S1987,183,45,37,4
S1988,183,70,33,2
S1989,183,38,36,3
S1990,183,64,59,5
S1991,183,84,26,3
S1992,183,50,31,4
S1993,183,58,50,5
S1994,183,87,45,3
S1995,183,50,50,2
S1996,183,58,40,1
S1997,183,28,28,2
S1998,184,50,29,1
S1999,184,75,44,5
S2000,184,49,50,3
S2001,185,96,40,4
S2002,185,26,36,2
S2003,185,53,42,5
S2004,185,53,46,5
S2005,185,36,37,4
S2006,185,88,19,2
S2007,186,46,54,1
S2008,186,74,31,2
S2009,186,62,56,1
S2010,186,43,43,1
S2011,186,40,54,2
S2012,186,70,50,3
S2013,186,50,28,2
S2014,186,55,40,2
S2015,186,2,41,2
S2016,186,58,55,1
S2017,187,36,24,1
S2018,187,28,50,3
S2019,187,55,21,5
S2020,187,51,39,3
S2021,187,61,53,5
S2022,187,59,36,3
S2023,187,31,32,5
S2024,187,38,39,1
S2025,187,58,22,2
S2026,187,51,32,3
S2027,188,52,33,4
S2028,188,64,53,5
S2029,188,34,46,5
S2030,188,48,31,1
S2031,188,68,56,4
S2032,188,83,40,1
S2033,188,72,23,1
S2034,188,59,38,5
S2035,188,41,41,2
S2036,188,45,40,4
S2037,188,57,35,2
S2038,188,75,33,4
S2039,188,58,21,3
S2040,188,75,43,1
S2041,189,42,35,5
S2042,189,56,39,3
S2043,189,96,58,4
S2044,189,49,34,3
S2045,189,33,32,1
S2046,189,90,52,2
S2047,189,37,54,4
S2048,189,67,44,1
S2049,189,50,40,1
S2050,190,79,43,4
S2051,190,36,37,4
S2052,190,82,41,5
S2053,190,100,40,5
S2054,190,61,36,2
S2055,190,40,25,4
S2056,191,73,56,1
S2057,191,35,13,3
S2058,191,71,16,3
S2059,191,61,43,2
S2060,191,69,54,1
S2061,191,64,55,2
S2062,191,29,38,3
S2063,191,74,37,5
S2064,192,42,44,4
S2065,192,59,35,3
S2066,193,57,39,3
S2067,193,61,23,1
S2068,193,73,43,5
S2069,193,29,36,2
S2070,193,65,24,5
S2071,193,58,37,4
S2072,193,46,44,5
S2073,193,69,35,2
S2074,193,59,33,1
S2075,193,61,46,2
S2076,193,52,40,2
S2077,193,54,31,2
S2078,193,70,59,3
S2079,193,40,35,4
S2080,193,94,45,4
S2081,193,61,37,4
S2082,193,25,38,4
S2083,194,57,42,1
S2084,194,100,46,2
S2085,194,43,40,2
S2086,194,76,39,3
S2087,194,46,44,1
S2088,195,80,40,1
S2089,195,53,46,3
S2090,195,74,36,4
S2091,195,87,51,3
S2092,195,54,25,2
S2093,195,38,40,2
S2094,195,52,43,3
S2095,195,57,53,4
S2096,195,19,41,2
S2097,195,75,8,3
S2098,196,65,43,5
S2118,197,51,46,3
S2119,197,56,49,1
S2120,197,74,38,5
S2121,197,68,43,4
S2122,197,35,35,5
S2123,197,46,46,3
S2124,197,47,23,4
S2125,197,38,40,2
S2126,197,100,44,4
S2127,198,74,42,4
S2128,198,84,38,1
S2129,198,79,44,3
S2130,198,64,34,4
S2131,198,47,49,4
S2132,198,46,49,3
S2133,198,31,25,5
S2134,198,58,34,2
S2135,198,76,36,1
S2136,198,77,60,3
S2137,198,49,35,4
S2138,198,28,18,4
S2139,199,82,30,5
S2140,199,42,54,3
S2141,199,81,27,1
S2142,199,52,37,2
S2143,199,60,61,1
S2144,199,44,54,1
S2145,199,83,42,4
S2146,199,73,37,5
S2147,199,61,36,2
S2148,199,95,40,3
S2149,199,63,25,1
S2150,199,49,45,5
S2151,199,70,24,4
S2152,199,87,48,1
S2153,199,48,46,3
S2154,199,54,34,1
S2155,200,74,74,3
S2156,200,72,51,4
S2157,200,51,21,5
S2158,200,49,42,2
S2159,200,90,47,5
