Seat_ID,Table_ID,Room_ID,Brightness,Noise,Seat_Available,Table_Available,Room_Available
870,87,3,65,4,True,True,True
871,88,3,70,96,True,True,True
872,88,3,74,58,True,True,True
873,88,3,76,28,True,True,True
874,88,3,72,89,True,True,True
875,88,3,71,80,True,True,True
876,88,3,70,47,True,True,True
877,88,3,64,38,True,True,True
878,88,3,69,22,True,True,True
879,88,3,60,87,True,True,True
880,88,3,68,34,True,True,True
881,89,3,74,38,True,True,True
882,89,3,75,49,True,True,True
883,89,3,70,16,True,True,True
884,89,3,71,9,True,True,True
885,89,3,69,93,True,True,True
886,89,3,68,27,True,True,True
887,89,3,70,66,True,True,True
888,89,3,64,50,True,True,True
889,89,3,71,74,True,True,True
890,89,3,65,39,True,True,True
891,90,3,70,60,True,True,True
892,90,3,76,11,True,True,True
893,90,3,69,82,True,True,True
894,90,3,73,91,True,True,True
895,90,3,73,35,True,True,True
896,90,3,63,73,True,True,True
897,90,3,73,39,True,True,True
898,90,3,77,84,True,True,True
899,90,3,67,84,True,True,True
900,90,3,73,66,True,True,True
901,91,3,66,27,True,True,True
902,91,3,62,40,True,True,True
903,91,3,65,57,True,True,True
904,91,3,66,80,True,True,True
905,91,3,60,85,True,True,True
906,91,3,58,21,True,True,True
907,91,3,55,65,True,True,True
908,91,3,58,70,True,True,True
909,91,3,60,66,True,True,True
910,91,3,58,37,True,True,True
911,92,3,57,18,True,True,True
912,92,3,67,27,True,True,True
913,92,3,66,64,True,True,True
914,92,3,62,33,True,True,True
915,92,3,67,71,True,True,True
916,92,3,60,42,True,True,True
917,92,3,54,28,True,True,True
918,92,3,61,51,True,True,True
919,92,3,58,16,True,True,True
920,92,3,64,29,True,True,True
921,93,3,60,8,True,True,True
922,93,3,67,83,True,True,True
923,93,3,67,29,True,True,True
924,93,3,68,73,True,True,True
925,93,3,61,70,True,True,True
926,93,3,57,11,True,True,True
927,93,3,59,62,True,True,True
928,93,3,57,51,True,True,True
929,93,3,55,30,True,True,True
930,93,3,58,26,True,True,True
931,94,3,64,43,True,True,True
932,94,3,64,20,True,True,True
933,94,3,62,59,True,True,True
934,94,3,63,49,True,True,True
935,94,3,66,59,True,True,True
936,94,3,56,26,True,True,True
937,94,3,63,73,True,True,True
938,94,3,60,39,True,True,True
939,94,3,61,32,True,True,True
940,94,3,61,61,True,True,True
941,95,3,63,48,True,True,True
942,95,3,63,69,True,True,True
943,95,3,67,34,True,True,True
944,95,3,62,92,True,True,True
945,95,3,63,15,True,True,True
946,95,3,59,79,True,True,True
947,95,3,58,41,True,True,True
948,95,3,55,59,True,True,True
949,95,3,56,43,True,True,True
950,95,3,62,38,True,True,True
951,96,3,53,25,True,True,True
952,96,3,53,10,True,True,True
953,96,3,58,43,True,True,True
954,96,3,60,99,True,True,True
955,96,3,57,81,True,True,True
956,96,3,53,33,True,True,True
957,96,3,54,43,True,True,True
958,96,3,54,39,True,True,True
959,96,3,55,28,True,True,True
960,96,3,59,84,True,True,True
961,97,3,55,48,True,True,True
962,97,3,60,53,True,True,True
963,97,3,61,72,True,True,True
964,97,3,53,76,True,True,True
965,97,3,54,31,True,True,True
966,97,3,51,10,True,True,True
967,97,3,50,48,True,True,True
968,97,3,56,24,True,True,True
969,97,3,54,84,True,True,True
970,97,3,53,6,True,True,True
971,98,3,52,57,True,True,True
972,98,3,53,28,True,True,True
973,98,3,57,39,True,True,True
974,98,3,57,94,True,True,True
975,98,3,56,88,True,True,True
976,98,3,45,8,True,True,True
977,98,3,52,38,True,True,True
978,98,3,60,66,True,True,True
979,98,3,53,59,True,True,True
980,98,3,53,34,True,True,True
981,99,3,57,23,True,True,True
982,99,3,53,21,True,True,True
983,99,3,58,45,True,True,True
984,99,3,58,1,True,True,True
985,99,3,53,5,True,True,True
986,99,3,48,59,True,True,True
987,99,3,47,40,True,True,True
988,99,3,50,57,True,True,True
989,99,3,47,61,True,True,True
990,99,3,46,46,True,True,True
991,100,3,48,83,True,True,True
992,100,3,56,44,True,True,True
993,100,3,53,23,True,True,True
994,100,3,56,47,True,True,True
995,100,3,58,31,True,True,True
996,100,3,51,41,True,True,True
997,100,3,59,61,True,True,True
998,100,3,48,21,True,True,True
999,100,3,52,87,True,True,True
1000,100,3,57,80,True,True,True
1001,101,3,51,46,True,True,True
1002,101,3,46,88,True,True,True
1003,101,3,45,37,True,True,True
1004,101,3,47,75,True,True,True
1005,101,3,50,91,True,True,True
1006,101,3,37,43,True,True,True
1007,101,3,47,70,True,True,True
1008,101,3,42,50,True,True,True
1009,101,3,42,22,True,True,True
1010,101,3,40,30,True,True,True
1011,102,3,50,41,True,True,True
1012,102,3,51,34,True,True,True
1013,102,3,47,86,True,True,True
1014,102,3,47,42,True,True,True
1015,102,3,49,86,True,True,True
1016,102,3,48,81,True,True,True
1017,102,3,45,63,True,True,True
1018,102,3,41,24,True,True,True
1019,102,3,44,86,True,True,True
1020,102,3,45,60,True,True,True
1021,103,3,48,45,True,True,True
1022,103,3,50,62,True,True,True
1023,103,3,45,25,True,True,True
1024,103,3,46,29,True,True,True
1025,103,3,48,22,True,True,True
1026,103,3,46,52,True,True,True
1027,103,3,45,76,True,True,True
1028,103,3,47,48,True,True,True
1029,103,3,44,26,True,True,True
1030,103,3,45,34,True,True,True
1031,104,3,49,34,True,True,True
1032,104,3,43,86,True,True,True
1033,104,3,45,14,True,True,True
1034,104,3,49,29,True,True,True
1035,104,3,49,14,True,True,True
1036,104,3,39,38,True,True,True
1037,104,3,43,90,True,True,True
1038,104,3,46,87,True,True,True
1039,104,3,45,2,True,True,True
1040,104,3,39,94,True,True,True
1041,105,3,50,90,True,True,True
1042,105,3,49,21,True,True,True
1043,105,3,44,8,True,True,True
1044,105,3,47,82,True,True,True
1045,105,3,51,21,True,True,True
1046,105,3,40,83,True,True,True
1047,105,3,45,59,True,True,True
1048,105,3,47,82,True,True,True
1049,105,3,44,79,True,True,True
1050,105,3,44,52,True,True,True
1051,106,3,41,89,True,True,True
1052,106,3,35,31,True,True,True
1053,106,3,41,42,True,True,True
1054,106,3,42,61,True,True,True
1055,106,3,36,74,True,True,True
1056,106,3,40,61,True,True,True
1057,106,3,39,24,True,True,True
1058,106,3,40,58,True,True,True
1059,106,3,37,61,True,True,True
1060,106,3,33,74,True,True,True
1061,107,3,44,87,True,True,True
1062,107,3,42,96,True,True,True
1063,107,3,32,32,True,True,True
1064,107,3,39,39,True,True,True
1065,107,3,45,22,True,True,True
1066,107,3,40,9,True,True,True
1067,107,3,36,88,True,True,True
1068,107,3,33,47,True,True,True
1069,107,3,37,37,True,True,True
1070,107,3,33,91,True,True,True
1071,108,3,40,95,True,True,True
1072,108,3,42,72,True,True,True
1073,108,3,38,99,True,True,True
1074,108,3,39,89,True,True,True
1075,108,3,39,5,True,True,True
1076,108,3,33,30,True,True,True
1077,108,3,34,23,True,True,True
1078,108,3,35,98,True,True,True
1079,108,3,35,36,True,True,True
1080,108,3,37,26,True,True,True
1081,109,3,38,28,True,True,True
1082,109,3,38,42,True,True,True
1083,109,3,41,7,True,True,True
1084,109,3,38,74,True,True,True
1085,109,3,39,32,True,True,True
1086,109,3,33,73,True,True,True
1087,109,3,36,13,True,True,True
1088,109,3,44,30,True,True,True
1089,109,3,35,37,True,True,True
1090,109,3,33,9,True,True,True
1091,110,3,45,61,True,True,True
1092,110,3,39,88,True,True,True
1093,110,3,41,90,True,True,True
1094,110,3,34,78,True,True,True
1095,110,3,39,55,True,True,True
1096,110,3,31,66,True,True,True
1097,110,3,38,50,True,True,True
1098,110,3,34,63,True,True,True
1099,110,3,35,92,True,True,True
1100,110,3,35,58,True,True,True
1101,111,3,38,32,True,True,True
1102,111,3,31,34,True,True,True
1103,111,3,32,26,True,True,True
1104,111,3,28,24,True,True,True
1105,111,3,30,90,True,True,True
1106,111,3,30,45,True,True,True
1107,111,3,31,22,True,True,True
1108,111,3,26,66,True,True,True
1109,111,3,26,47,True,True,True
1110,111,3,29,38,True,True,True
1111,112,3,29,18,True,True,True
1112,112,3,29,83,True,True,True
1113,112,3,30,51,True,True,True
1114,112,3,33,10,True,True,True
1115,112,3,29,39,True,True,True
1116,112,3,25,54,True,True,True
1117,112,3,26,53,True,True,True
1118,112,3,29,70,True,True,True
1119,112,3,26,74,True,True,True
1120,112,3,32,5,True,True,True
1121,113,3,32,68,True,True,True
1122,113,3,25,56,True,True,True
1123,113,3,25,74,True,True,True
1124,113,3,37,9,True,True,True
1125,113,3,30,49,True,True,True
1126,113,3,28,28,True,True,True
1127,113,3,26,73,True,True,True
1128,113,3,31,75,True,True,True
1129,113,3,30,78,True,True,True
1130,113,3,33,1,True,True,True
1131,114,3,32,75,True,True,True
1132,114,3,35,21,True,True,True
1133,114,3,32,76,True,True,True
1134,114,3,32,61,True,True,True
1135,114,3,34,88,True,True,True
1136,114,3,26,49,True,True,True
1137,114,3,30,94,True,True,True
1138,114,3,32,22,True,True,True
1139,114,3,23,37,True,True,True
1140,114,3,26,74,True,True,True
1141,115,3,33,2,True,True,True
1142,115,3,31,32,True,True,True
1143,115,3,32,30,True,True,True
1144,115,3,23,63,True,True,True
1145,115,3,33,87,True,True,True
1146,115,3,32,72,True,True,True
1147,115,3,25,67,True,True,True
1148,115,3,33,89,True,True,True
1149,115,3,31,24,True,True,True
1150,115,3,24,27,True,True,True
1151,116,3,27,15,True,True,True
1152,116,3,23,49,True,True,True
1153,116,3,18,54,True,True,True
1154,116,3,23,23,True,True,True
1155,116,3,26,35,True,True,True
1156,116,3,20,68,True,True,True
1157,116,3,20,67,True,True,True
1158,116,3,23,27,True,True,True
1159,116,3,19,54,True,True,True
1160,116,3,20,20,True,True,True
1161,117,3,28,14,True,True,True
1162,117,3,25,44,True,True,True
1163,117,3,24,39,True,True,True
1164,117,3,20,90,True,True,True
1165,117,3,18,2,True,True,True
1166,117,3,17,54,True,True,True
1167,117,3,21,32,True,True,True
1168,117,3,15,37,True,True,True
1169,117,3,19,28,True,True,True
1170,117,3,23,77,True,True,True
1171,118,3,19,75,True,True,True
1172,118,3,15,37,True,True,True
1173,118,3,22,50,True,True,True
1174,118,3,27,73,True,True,True
1175,118,3,24,41,True,True,True
1176,118,3,21,53,True,True,True
1177,118,3,21,96,True,True,True
1178,118,3,17,43,True,True,True
1179,118,3,17,69,True,True,True
1180,118,3,19,43,True,True,True
1181,119,3,26,66,True,True,True
1182,119,3,17,83,True,True,True
1183,119,3,19,8,True,True,True
1184,119,3,21,61,True,True,True
1185,119,3,22,24,True,True,True
1186,119,3,20,37,True,True,True
1187,119,3,19,38,True,True,True
1188,119,3,18,47,True,True,True
1189,119,3,25,93,True,True,True
1190,119,3,20,89,True,True,True
1191,120,3,24,53,True,True,True
1192,120,3,26,81,True,True,True
1193,120,3,21,65,True,True,True
1194,120,3,29,17,True,True,True
1195,120,3,27,52,True,True,True
1196,120,3,20,76,True,True,True
1197,120,3,19,50,True,True,True
1198,120,3,23,50,True,True,True
1199,120,3,19,51,True,True,True
1200,120,3,21,65,True,True,True
1201,121,4,79,76,True,True,True
1202,121,4,81,91,True,True,True
1203,121,4,84,44,True,True,True
1204,121,4,83,74,True,True,True
1205,121,4,76,31,True,True,True
1206,121,4,77,45,True,True,True
1207,121,4,75,88,True,True,True
1208,121,4,72,8,True,True,True
1209,121,4,79,25,True,True,True
1210,121,4,80,17,True,True,True
1211,122,4,81,79,True,True,True
1212,122,4,78,1,True,True,True
1213,122,4,74,12,True,True,True
1214,122,4,83,16,True,True,True
1215,122,4,79,52,True,True,True
1216,122,4,75,96,True,True,True
1217,122,4,78,39,True,True,True
1218,122,4,72,31,True,True,True
1219,122,4,75,87,True,True,True
1220,122,4,74,25,True,True,True
1221,123,4,79,38,True,True,True
1222,123,4,77,5,True,True,True
1223,123,4,71,28,True,True,True
1224,123,4,78,45,True,True,True
1225,123,4,83,74,True,True,True
1226,123,4,76,6,True,True,True
1227,123,4,72,42,True,True,True
1228,123,4,70,8,True,True,True
1229,123,4,73,48,True,True,True
1230,123,4,77,88,True,True,True
1231,124,4,76,48,True,True,True
1232,124,4,77,65,True,True,True
1233,124,4,82,24,True,True,True
1234,124,4,81,51,True,True,True
1235,124,4,76,20,True,True,True
1236,124,4,78,40,True,True,True
1237,124,4,78,76,True,True,True
1238,124,4,81,59,True,True,True
1239,124,4,71,32,True,True,True
1240,124,4,70,75,True,True,True
1241,125,4,80,82,True,True,True
1242,125,4,81,71,True,True,True
1243,125,4,77,76,True,True,True
1244,125,4,77,73,True,True,True
1245,125,4,82,34,True,True,True
1246,125,4,77,59,True,True,True
1247,125,4,78,49,True,True,True
1248,125,4,81,75,True,True,True
1249,125,4,72,63,True,True,True
1250,125,4,78,22,True,True,True
1251,126,4,72,71,True,True,True
1252,126,4,69,51,True,True,True
1253,126,4,74,30,True,True,True
1254,126,4,71,2,True,True,True
1255,126,4,68,46,True,True,True
1256,126,4,73,34,True,True,True
1257,126,4,68,56,True,True,True
1258,126,4,70,2,True,True,True
1259,126,4,62,79,True,True,True
1260,126,4,71,15,True,True,True
1261,127,4,72,68,True,True,True
1262,127,4,66,84,True,True,True
1263,127,4,73,21,True,True,True
1264,127,4,72,25,True,True,True
1265,127,4,75,41,True,True,True
1266,127,4,72,50,True,True,True
1267,127,4,69,23,True,True,True
1268,127,4,73,17,True,True,True
1269,127,4,68,9,True,True,True
1270,127,4,69,64,True,True,True
1271,128,4,69,21,True,True,True
1272,128,4,76,66,True,True,True
1273,128,4,72,43,True,True,True
1274,128,4,73,52,True,True,True
1275,128,4,67,22,True,True,True
1276,128,4,72,22,True,True,True
1277,128,4,72,90,True,True,True
1278,128,4,60,65,True,True,True
1279,128,4,64,61,True,True,True
1280,128,4,64,50,True,True,True
1281,129,4,73,12,True,True,True
1282,129,4,69,62,True,True,True
1283,129,4,73,62,True,True,True
1284,129,4,73,46,True,True,True
1285,129,4,78,74,True,True,True
1286,129,4,64,20,True,True,True
1287,129,4,67,57,True,True,True
1288,129,4,65,2,True,True,True
1289,129,4,68,48,True,True,True
1290,129,4,65,65,True,True,True
1291,130,4,71,48,True,True,True
1292,130,4,70,33,True,True,True
1293,130,4,76,33,True,True,True
1294,130,4,73,46,True,True,True
1295,130,4,73,39,True,True,True
1296,130,4,73,7,True,True,True
1297,130,4,64,52,True,True,True
1298,130,4,71,80,True,True,True
1299,130,4,70,23,True,True,True
1300,130,4,67,70,True,True,True
1301,131,4,62,31,True,True,True
1302,131,4,63,34,True,True,True
1303,131,4,60,18,True,True,True
1304,131,4,58,52,True,True,True
1305,131,4,61,42,True,True,True
1306,131,4,65,89,True,True,True
1307,131,4,61,30,True,True,True
1308,131,4,60,58,True,True,True
1309,131,4,54,8,True,True,True
1310,131,4,56,35,True,True,True
1311,132,4,70,82,True,True,True
1312,132,4,67,37,True,True,True
1313,132,4,61,68,True,True,True
1314,132,4,64,26,True,True,True
1315,132,4,63,58,True,True,True
1316,132,4,59,19,True,True,True
1317,132,4,61,72,True,True,True
1318,132,4,64,59,True,True,True
1319,132,4,61,39,True,True,True
1320,132,4,61,18,True,True,True
1321,133,4,65,69,True,True,True
1322,133,4,56,55,True,True,True
1323,133,4,61,60,True,True,True
1324,133,4,62,22,True,True,True
1325,133,4,66,25,True,True,True
1326,133,4,60,42,True,True,True
1327,133,4,61,51,True,True,True
1328,133,4,61,82,True,True,True
1329,133,4,61,82,True,True,True
1330,133,4,63,69,True,True,True
1331,134,4,70,33,True,True,True
1332,134,4,66,46,True,True,True
1333,134,4,64,81,True,True,True
1334,134,4,62,34,True,True,True
1335,134,4,63,24,True,True,True
1336,134,4,57,28,True,True,True
1337,134,4,59,55,True,True,True
1338,134,4,58,37,True,True,True
1339,134,4,60,2,True,True,True
1340,134,4,56,57,True,True,True
1341,135,4,64,91,True,True,True
1342,135,4,67,1,True,True,True
1343,135,4,64,42,True,True,True
1344,135,4,59,87,True,True,True
1345,135,4,62,23,True,True,True
1346,135,4,59,11,True,True,True
1347,135,4,57,97,True,True,True
1348,135,4,56,73,True,True,True
1349,135,4,62,1,True,True,True
1350,135,4,53,60,True,True,True
1351,136,4,55,41,True,True,True
1352,136,4,48,24,True,True,True
1353,136,4,60,28,True,True,True
1354,136,4,57,22,True,True,True
1355,136,4,57,57,True,True,True
1356,136,4,50,68,True,True,True
1357,136,4,51,36,True,True,True
1358,136,4,50,93,True,True,True
1359,136,4,52,28,True,True,True
1360,136,4,52,70,True,True,True
1361,137,4,57,35,True,True,True
1362,137,4,54,58,True,True,True
1363,137,4,57,72,True,True,True
1364,137,4,57,45,True,True,True
1365,137,4,59,56,True,True,True
1366,137,4,45,92,True,True,True
1367,137,4,49,4,True,True,True
1368,137,4,56,88,True,True,True
1369,137,4,50,55,True,True,True
1370,137,4,48,51,True,True,True
1371,138,4,60,30,True,True,True
1372,138,4,61,58,True,True,True
1373,138,4,58,8,True,True,True
1374,138,4,53,82,True,True,True
1375,138,4,58,64,True,True,True
1376,138,4,48,59,True,True,True
1377,138,4,48,29,True,True,True
1378,138,4,51,56,True,True,True
1379,138,4,46,41,True,True,True
1380,138,4,51,69,True,True,True
1381,139,4,55,13,True,True,True
1382,139,4,52,53,True,True,True
1383,139,4,58,21,True,True,True
1384,139,4,56,82,True,True,True
1385,139,4,56,79,True,True,True
1386,139,4,54,68,True,True,True
1387,139,4,48,24,True,True,True
1388,139,4,52,27,True,True,True
1389,139,4,58,59,True,True,True
1390,139,4,55,2,True,True,True
1391,140,4,56,26,True,True,True
1392,140,4,52,65,True,True,True
1393,140,4,59,71,True,True,True
1394,140,4,57,38,True,True,True
1395,140,4,62,61,True,True,True
1396,140,4,47,90,True,True,True
1397,140,4,49,71,True,True,True
1398,140,4,55,38,True,True,True
1399,140,4,49,18,True,True,True
1400,140,4,49,61,True,True,True
1401,141,4,50,77,True,True,True
1402,141,4,45,47,True,True,True
1403,141,4,48,77,True,True,True
1404,141,4,48,86,True,True,True
1405,141,4,45,62,True,True,True
1406,141,4,43,47,True,True,True
1407,141,4,38,60,True,True,True
1408,141,4,44,47,True,True,True
1409,141,4,39,36,True,True,True
1410,141,4,42,78,True,True,True
1411,142,4,49,74,True,True,True
1412,142,4,48,94,True,True,True
1413,142,4,46,44,True,True,True
1414,142,4,47,27,True,True,True
1415,142,4,48,38,True,True,True
1416,142,4,44,86,True,True,True
1417,142,4,45,84,True,True,True
1418,142,4,41,31,True,True,True
1419,142,4,44,7,True,True,True
1420,142,4,50,88,True,True,True
1421,143,4,51,87,True,True,True
1422,143,4,44,77,True,True,True
1423,143,4,51,48,True,True,True
1424,143,4,50,74,True,True,True
1425,143,4,48,66,True,True,True
1426,143,4,43,24,True,True,True
1427,143,4,44,35,True,True,True
1428,143,4,47,59,True,True,True
1429,143,4,47,85,True,True,True
1430,143,4,43,17,True,True,True
1431,144,4,51,38,True,True,True
1432,144,4,51,44,True,True,True
1433,144,4,50,20,True,True,True
1434,144,4,47,59,True,True,True
1435,144,4,45,76,True,True,True
1436,144,4,41,78,True,True,True
1437,144,4,45,28,True,True,True
1438,144,4,44,31,True,True,True
1439,144,4,47,56,True,True,True
1440,144,4,43,20,True,True,True
1441,145,4,47,58,True,True,True
1442,145,4,47,53,True,True,True
1443,145,4,46,83,True,True,True
1444,145,4,49,54,True,True,True
1445,145,4,50,50,True,True,True
1446,145,4,41,70,True,True,True
1447,145,4,46,22,True,True,True
1448,145,4,43,29,True,True,True
1449,145,4,41,2,True,True,True
1450,145,4,45,68,True,True,True
1451,146,4,37,51,True,True,True
1452,146,4,39,33,True,True,True
1453,146,4,38,20,True,True,True
1454,146,4,40,22,True,True,True
1455,146,4,43,29,True,True,True
1456,146,4,34,56,True,True,True
1457,146,4,36,70,True,True,True
1458,146,4,35,75,True,True,True
1459,146,4,36,72,True,True,True
1460,146,4,36,51,True,True,True
1461,147,4,41,37,True,True,True
1462,147,4,38,7,True,True,True
1463,147,4,37,4,True,True,True
1464,147,4,37,49,True,True,True
1465,147,4,34,89,True,True,True
1466,147,4,32,50,True,True,True
1467,147,4,35,27,True,True,True
1468,147,4,35,36,True,True,True
1469,147,4,36,2,True,True,True
1470,147,4,33,74,True,True,True
1471,148,4,40,20,True,True,True
1472,148,4,43,38,True,True,True
1473,148,4,40,11,True,True,True
1474,148,4,39,89,True,True,True
1475,148,4,39,26,True,True,True
1476,148,4,36,28,True,True,True
1477,148,4,32,46,True,True,True
1478,148,4,36,31,True,True,True
1479,148,4,37,45,True,True,True
1480,148,4,38,43,True,True,True
1481,149,4,36,6,True,True,True
1482,149,4,34,100,True,True,True
1483,149,4,38,28,True,True,True
1484,149,4,39,73,True,True,True
1485,149,4,38,94,True,True,True
1486,149,4,36,77,True,True,True
1487,149,4,32,19,True,True,True
1488,149,4,37,88,True,True,True
1489,149,4,39,7,True,True,True
1490,149,4,37,33,True,True,True
1491,150,4,37,65,True,True,True
1492,150,4,38,23,True,True,True
1493,150,4,38,33,True,True,True
1494,150,4,37,61,True,True,True
1495,150,4,43,30,True,True,True
1496,150,4,34,74,True,True,True
1497,150,4,39,14,True,True,True
1498,150,4,32,22,True,True,True
1499,150,4,31,22,True,True,True
1500,150,4,37,6,True,True,True
1501,151,4,31,7,True,True,True
1502,151,4,31,74,True,True,True
1503,151,4,32,82,True,True,True
1504,151,4,36,46,True,True,True
1505,151,4,28,77,True,True,True
1506,151,4,23,98,True,True,True
1507,151,4,30,6,True,True,True
1508,151,4,28,47,True,True,True
1509,151,4,28,51,True,True,True
1510,151,4,28,95,True,True,True
1511,152,4,25,82,True,True,True
1512,152,4,31,87,True,True,True
1513,152,4,29,78,True,True,True
1514,152,4,26,89,True,True,True
1515,152,4,36,87,True,True,True
1516,152,4,30,22,True,True,True
1517,152,4,33,63,True,True,True
1518,152,4,25,33,True,True,True
1519,152,4,29,47,True,True,True
1520,152,4,25,35,True,True,True
1521,153,4,27,98,True,True,True
1522,153,4,31,95,True,True,True
1523,153,4,34,62,True,True,True
1524,153,4,31,29,True,True,True
1525,153,4,31,1,True,True,True
1526,153,4,26,93,True,True,True
1527,153,4,30,45,True,True,True
1528,153,4,29,59,True,True,True
1529,153,4,30,96,True,True,True
1530,153,4,30,33,True,True,True
1531,154,4,30,82,True,True,True
1532,154,4,29,30,True,True,True
1533,154,4,30,72,True,True,True
1534,154,4,34,87,True,True,True
1535,154,4,31,35,True,True,True
1536,154,4,24,60,True,True,True
1537,154,4,26,7,True,True,True
1538,154,4,26,66,True,True,True
1539,154,4,25,98,True,True,True
1540,154,4,33,81,True,True,True
1541,155,4,30,31,True,True,True
1542,155,4,33,59,True,True,True
1543,155,4,30,70,True,True,True
1544,155,4,28,68,True,True,True
1545,155,4,33,34,True,True,True
1546,155,4,32,59,True,True,True
1547,155,4,37,31,True,True,True
1548,155,4,24,37,True,True,True
1549,155,4,33,49,True,True,True
1550,155,4,25,51,True,True,True
1551,156,4,17,42,True,True,True
1552,156,4,24,51,True,True,True
1553,156,4,28,43,True,True,True
1554,156,4,25,96,True,True,True
1555,156,4,19,53,True,True,True
1556,156,4,21,3,True,True,True
1557,156,4,18,31,True,True,True
1558,156,4,21,72,True,True,True
1559,156,4,17,2,True,True,True
1560,156,4,20,73,True,True,True
1561,157,4,23,76,True,True,True
1562,157,4,22,42,True,True,True
1563,157,4,30,50,True,True,True
1564,157,4,19,23,True,True,True
1565,157,4,21,90,True,True,True
1566,157,4,19,99,True,True,True
1567,157,4,24,33,True,True,True
1568,157,4,22,55,True,True,True
1569,157,4,17,39,True,True,True
1570,157,4,22,10,True,True,True
1571,158,4,24,48,True,True,True
1572,158,4,26,38,True,True,True
1573,158,4,26,1,True,True,True
1574,158,4,32,94,True,True,True
1575,158,4,21,68,True,True,True
1576,158,4,20,44,True,True,True
1577,158,4,24,67,True,True,True
1578,158,4,21,67,True,True,True
1579,158,4,17,25,True,True,True
1580,158,4,20,86,True,True,True
1581,159,4,20,36,True,True,True
1582,159,4,27,47,True,True,True
1583,159,4,22,30,True,True,True
1584,159,4,24,20,True,True,True
1585,159,4,22,36,True,True,True
1586,159,4,19,57,True,True,True
1587,159,4,23,72,True,True,True
1588,159,4,19,68,True,True,True
1589,159,4,23,19,True,True,True
1590,159,4,18,89,True,True,True
1591,160,4,20,76,True,True,True
1592,160,4,28,35,True,True,True
1593,160,4,25,42,True,True,True
1594,160,4,22,26,True,True,True
1595,160,4,28,94,True,True,True
1596,160,4,22,79,True,True,True
1597,160,4,19,75,True,True,True
1598,160,4,20,36,True,True,True
1599,160,4,24,63,True,True,True
1600,160,4,15,22,True,True,True
1601,161,5,79,28,True,True,True
1602,161,5,74,22,True,True,True
1603,161,5,82,32,True,True,True
1604,161,5,80,53,True,True,True
1605,161,5,77,41,True,True,True
1606,161,5,80,60,True,True,True
1607,161,5,75,95,True,True,True
1608,161,5,74,68,True,True,True
1609,161,5,77,88,True,True,True
1610,161,5,80,55,True,True,True
1611,162,5,81,43,True,True,True
1612,162,5,79,80,True,True,True
1613,162,5,80,67,True,True,True
1614,162,5,77,37,True,True,True
1615,162,5,78,96,True,True,True
1616,162,5,76,30,True,True,True
1617,162,5,74,23,True,True,True
1618,162,5,78,36,True,True,True
1619,162,5,71,27,True,True,True
1620,162,5,75,77,True,True,True
1621,163,5,79,38,True,True,True
1622,163,5,80,62,True,True,True
1623,163,5,80,24,True,True,True
1624,163,5,78,1,True,True,True
1625,163,5,78,59,True,True,True
1626,163,5,77,41,True,True,True
1627,163,5,77,57,True,True,True
1628,163,5,76,52,True,True,True
1629,163,5,79,90,True,True,True
1630,163,5,71,54,True,True,True
1631,164,5,80,26,True,True,True
1632,164,5,76,70,True,True,True
1633,164,5,80,4,True,True,True
1634,164,5,78,56,True,True,True
1635,164,5,77,7,True,True,True
1636,164,5,72,100,True,True,True
1637,164,5,78,71,True,True,True
1638,164,5,70,89,True,True,True
1639,164,5,76,6,True,True,True
1640,164,5,77,61,True,True,True
1641,165,5,80,53,True,True,True
1642,165,5,74,40,True,True,True
1643,165,5,79,47,True,True,True
1644,165,5,83,61,True,True,True
1645,165,5,80,52,True,True,True
1646,165,5,76,74,True,True,True
1647,165,5,71,64,True,True,True
1648,165,5,72,64,True,True,True
1649,165,5,70,75,True,True,True
1650,165,5,78,31,True,True,True
1651,166,5,72,70,True,True,True
1652,166,5,78,66,True,True,True
1653,166,5,72,82,True,True,True
1654,166,5,68,52,True,True,True
1655,166,5,71,38,True,True,True
1656,166,5,65,40,True,True,True
1657,166,5,70,95,True,True,True
1658,166,5,67,31,True,True,True
1659,166,5,64,42,True,True,True
1660,166,5,70,8,True,True,True
1661,167,5,67,50,True,True,True
1662,167,5,68,27,True,True,True
1663,167,5,71,58,True,True,True
1664,167,5,73,93,True,True,True
1665,167,5,75,43,True,True,True
1666,167,5,70,42,True,True,True
1667,167,5,72,37,True,True,True
1668,167,5,69,17,True,True,True
1669,167,5,63,20,True,True,True
1670,167,5,67,4,True,True,True
1671,168,5,75,44,True,True,True
1672,168,5,67,25,True,True,True
1673,168,5,70,47,True,True,True
1674,168,5,67,28,True,True,True
1675,168,5,70,7,True,True,True
1676,168,5,70,31,True,True,True
1677,168,5,69,78,True,True,True
1678,168,5,69,50,True,True,True
1679,168,5,68,9,True,True,True
1680,168,5,66,34,True,True,True
1681,169,5,69,76,True,True,True
1682,169,5,75,62,True,True,True
1683,169,5,74,68,True,True,True
1684,169,5,68,36,True,True,True
1685,169,5,67,51,True,True,True
1686,169,5,69,67,True,True,True
1687,169,5,73,42,True,True,True
1688,169,5,71,30,True,True,True
1689,169,5,65,50,True,True,True
1690,169,5,66,30,True,True,True
1691,170,5,73,16,True,True,True
1692,170,5,74,86,True,True,True
1693,170,5,72,82,True,True,True
1694,170,5,69,54,True,True,True
1695,170,5,70,43,True,True,True
1696,170,5,68,49,True,True,True
1697,170,5,64,64,True,True,True
