Seat_ID,Table_ID,Room_ID,Cleanliness,Noise,Seat_Available,Table_Available,Room_Available
869,87,2,76,42,True,True,True
870,87,2,9,79,True,True,True
871,88,3,40,25,True,True,True
872,88,3,5,11,True,True,True
873,88,3,59,98,True,True,True
874,88,3,88,79,True,True,True
875,88,3,38,72,True,True,True
876,88,3,5,48,True,True,True
877,88,3,90,18,True,True,True
878,88,3,70,37,True,True,True
879,88,3,60,48,True,True,True
880,88,3,77,28,True,True,True
881,89,4,69,77,True,True,True
882,89,4,81,40,True,True,True
883,89,4,45,96,True,True,True
884,89,4,62,93,True,True,True
885,89,4,58,67,True,True,True
886,89,4,56,40,True,True,True
887,89,4,98,40,True,True,True
888,89,4,91,77,True,True,True
889,89,4,33,6,True,True,True
890,89,4,88,19,True,True,True
891,90,5,80,40,True,True,True
892,90,5,92,97,True,True,True
893,90,5,59,59,True,True,True
894,90,5,48,41,True,True,True
895,90,5,13,45,True,True,True
896,90,5,89,53,True,True,True
897,90,5,42,100,True,True,True
898,90,5,63,27,True,True,True
899,90,5,38,60,True,True,True
900,90,5,7,5,True,True,True
901,91,1,45,58,True,True,True
902,91,1,31,23,True,True,True
903,91,1,42,10,True,True,True
904,91,1,32,53,True,True,True
905,91,1,30,39,True,True,True
906,91,1,31,82,True,True,True
907,91,1,100,2,True,True,True
908,91,1,78,77,True,True,True
909,91,1,93,12,True,True,True
910,91,1,39,66,True,True,True
911,92,2,96,13,True,True,True
912,92,2,46,27,True,True,True
913,92,2,17,95,True,True,True
914,92,2,98,60,True,True,True
915,92,2,64,88,True,True,True
916,92,2,35,70,True,True,True
917,92,2,83,30,True,True,True
918,92,2,71,74,True,True,True
919,92,2,96,98,True,True,True
920,92,2,63,28,True,True,True
921,93,3,60,79,True,True,True
922,93,3,94,37,True,True,True
923,93,3,93,22,True,True,True
924,93,3,68,20,True,True,True
925,93,3,96,100,True,True,True
926,93,3,68,91,True,True,True
927,93,3,64,17,True,True,True
928,93,3,12,22,True,True,True
929,93,3,17,10,True,True,True
930,93,3,65,22,True,True,True
931,94,4,90,82,True,True,True
932,94,4,50,14,True,True,True
933,94,4,64,47,True,True,True
934,94,4,29,76,True,True,True
935,94,4,36,99,True,True,True
936,94,4,52,76,True,True,True
937,94,4,7,29,True,True,True
938,94,4,11,33,True,True,True
939,94,4,6,79,True,True,True
940,94,4,32,51,True,True,True
941,95,5,75,58,True,True,True
942,95,5,87,26,True,True,True
943,95,5,98,46,True,True,True
944,95,5,98,29,True,True,True
945,95,5,4,81,True,True,True
946,95,5,99,13,True,True,True
947,95,5,39,15,True,True,True
948,95,5,29,29,True,True,True
949,95,5,75,32,True,True,True
950,95,5,2,47,True,True,True
951,96,1,78,84,True,True,True
952,96,1,22,75,True,True,True
953,96,1,27,67,True,True,True
954,96,1,81,56,True,True,True
955,96,1,92,93,True,True,True
956,96,1,21,47,True,True,True
957,96,1,80,59,True,True,True
958,96,1,84,6,True,True,True
959,96,1,19,57,True,True,True
960,96,1,69,3,True,True,True
961,97,2,1,58,True,True,True
962,97,2,38,15,True,True,True
963,97,2,34,61,True,True,True
964,97,2,35,64,True,True,True
965,97,2,25,24,True,True,True
966,97,2,12,18,True,True,True
967,97,2,15,80,True,True,True
968,97,2,27,72,True,True,True
969,97,2,60,46,True,True,True
970,97,2,89,17,True,True,True
971,98,3,93,53,True,True,True
972,98,3,8,79,True,True,True
973,98,3,27,46,True,True,True
974,98,3,50,71,True,True,True
975,98,3,3,93,True,True,True
976,98,3,64,44,True,True,True
977,98,3,53,24,True,True,True
978,98,3,60,3,True,True,True
979,98,3,20,46,True,True,True
980,98,3,15,25,True,True,True
981,99,4,94,78,True,True,True
982,99,4,71,17,True,True,True
983,99,4,84,100,True,True,True
984,99,4,9,38,True,True,True
985,99,4,48,60,True,True,True
986,99,4,63,86,True,True,True
987,99,4,2,88,True,True,True
988,99,4,72,11,True,True,True
989,99,4,64,77,True,True,True
990,99,4,81,72,True,True,True
991,100,5,21,18,True,True,True
992,100,5,94,64,True,True,True
993,100,5,82,95,True,True,True
994,100,5,38,32,True,True,True
995,100,5,11,45,True,True,True
996,100,5,89,33,True,True,True
997,100,5,41,8,True,True,True
998,100,5,11,86,True,True,True
999,100,5,51,88,True,True,True
1000,100,5,41,17,True,True,True
1001,101,1,76,46,True,True,True
1002,101,1,32,79,True,True,True
1003,101,1,80,54,True,True,True
1004,101,1,86,92,True,True,True
1005,101,1,20,33,True,True,True
1006,101,1,74,40,True,True,True
1007,101,1,32,97,True,True,True
1008,101,1,2,97,True,True,True
1009,101,1,33,77,True,True,True
1010,101,1,30,33,True,True,True
1011,102,2,77,26,True,True,True
1012,102,2,22,66,True,True,True
1013,102,2,38,90,True,True,True
1014,102,2,46,15,True,True,True
1015,102,2,98,44,True,True,True
1016,102,2,49,75,True,True,True
1017,102,2,61,67,True,True,True
1018,102,2,6,9,True,True,True
1019,102,2,6,73,True,True,True
1020,102,2,95,32,True,True,True
1021,103,3,41,76,True,True,True
1022,103,3,8,72,True,True,True
1023,103,3,50,92,True,True,True
1024,103,3,62,84,True,True,True
1025,103,3,62,7,True,True,True
1026,103,3,75,84,True,True,True
1027,103,3,80,4,True,True,True
1028,103,3,6,58,True,True,True
1029,103,3,22,26,True,True,True
1030,103,3,3,41,True,True,True
1031,104,4,60,14,True,True,True
1032,104,4,75,82,True,True,True
1033,104,4,12,87,True,True,True
1034,104,4,12,13,True,True,True
1035,104,4,25,45,True,True,True
1036,104,4,19,55,True,True,True
1037,104,4,100,45,True,True,True
1038,104,4,8,93,True,True,True
1039,104,4,53,55,True,True,True
1040,104,4,32,51,True,True,True
1041,105,5,44,82,True,True,True
1042,105,5,70,18,True,True,True
1043,105,5,83,22,True,True,True
1044,105,5,37,96,True,True,True
1045,105,5,56,59,True,True,True
1046,105,5,3,28,True,True,True
1047,105,5,74,35,True,True,True
1048,105,5,61,93,True,True,True
1049,105,5,54,63,True,True,True
1050,105,5,79,97,True,True,True
1051,106,1,7,76,True,True,True
1052,106,1,49,94,True,True,True
1053,106,1,85,31,True,True,True
1054,106,1,58,61,True,True,True
1055,106,1,24,20,True,True,True
1056,106,1,37,4,True,True,True
1057,106,1,92,20,True,True,True
1058,106,1,60,24,True,True,True
1059,106,1,50,49,True,True,True
1060,106,1,51,96,True,True,True
1061,107,2,36,98,True,True,True
1062,107,2,100,66,True,True,True
1063,107,2,79,34,True,True,True
1064,107,2,36,6,True,True,True
1065,107,2,39,42,True,True,True
1066,107,2,58,12,True,True,True
1067,107,2,3,18,True,True,True
1068,107,2,40,21,True,True,True
1069,107,2,15,97,True,True,True
1070,107,2,99,26,True,True,True
1071,108,3,8,100,True,True,True
1072,108,3,94,87,True,True,True
1073,108,3,42,44,True,True,True
1074,108,3,14,78,True,True,True
1075,108,3,2,37,True,True,True
1076,108,3,69,38,True,True,True
1077,108,3,41,62,True,True,True
1078,108,3,60,14,True,True,True
1079,108,3,89,84,True,True,True
1080,108,3,2,70,True,True,True
1081,109,4,17,89,True,True,True
1082,109,4,28,66,True,True,True
1083,109,4,35,5,True,True,True
1084,109,4,65,40,True,True,True
1085,109,4,76,56,True,True,True
1086,109,4,36,45,True,True,True
1087,109,4,23,47,True,True,True
1088,109,4,31,11,True,True,True
1089,109,4,10,67,True,True,True
1090,109,4,14,80,True,True,True
1091,110,5,74,93,True,True,True
1092,110,5,10,76,True,True,True
1093,110,5,94,1,True,True,True
1094,110,5,5,20,True,True,True
1095,110,5,8,43,True,True,True
1096,110,5,76,1,True,True,True
1097,110,5,57,64,True,True,True
1098,110,5,84,28,True,True,True
1099,110,5,37,47,True,True,True
1100,110,5,76,37,True,True,True
1101,111,1,49,44,True,True,True
1102,111,1,56,28,True,True,True
1103,111,1,79,6,True,True,True
1104,111,1,61,20,True,True,True
1105,111,1,78,2,True,True,True
1106,111,1,73,37,True,True,True
1107,111,1,20,26,True,True,True
1108,111,1,29,1,True,True,True
1109,111,1,35,70,True,True,True
1110,111,1,59,69,True,True,True
1111,112,2,33,51,True,True,True
1112,112,2,78,12,True,True,True
1113,112,2,20,53,True,True,True
1114,112,2,88,43,True,True,True
1115,112,2,98,89,True,True,True
1116,112,2,50,29,True,True,True
1117,112,2,57,39,True,True,True
1118,112,2,95,56,True,True,True
1119,112,2,43,50,True,True,True
1120,112,2,23,44,True,True,True
1121,113,3,38,84,True,True,True
1122,113,3,23,45,True,True,True
1123,113,3,52,80,True,True,True
1124,113,3,50,8,True,True,True
1125,113,3,85,1,True,True,True
1126,113,3,8,29,True,True,True
1127,113,3,96,5,True,True,True
1128,113,3,86,47,True,True,True
1129,113,3,34,65,True,True,True
1130,113,3,55,90,True,True,True
1131,114,4,43,74,True,True,True
1132,114,4,30,82,True,True,True
1133,114,4,17,26,True,True,True
1134,114,4,8,47,True,True,True
1135,114,4,76,91,True,True,True
1136,114,4,72,89,True,True,True
1137,114,4,46,68,True,True,True
1138,114,4,33,1,True,True,True
1139,114,4,19,31,True,True,True
1140,114,4,80,14,True,True,True
1141,115,5,53,48,True,True,True
1142,115,5,69,90,True,True,True
1143,115,5,62,92,True,True,True
1144,115,5,66,64,True,True,True
1145,115,5,70,63,True,True,True
1146,115,5,73,33,True,True,True
1147,115,5,41,89,True,True,True
1148,115,5,48,13,True,True,True
1149,115,5,73,77,True,True,True
1150,115,5,31,75,True,True,True
1151,116,1,68,98,True,True,True
1152,116,1,4,19,True,True,True
1153,116,1,70,98,True,True,True
1154,116,1,82,13,True,True,True
1155,116,1,23,83,True,True,True
1156,116,1,75,1,True,True,True
1157,116,1,88,54,True,True,True
1158,116,1,71,89,True,True,True
1159,116,1,85,15,True,True,True
1160,116,1,65,76,True,True,True
1161,117,2,71,15,True,True,True
1162,117,2,21,19,True,True,True
1163,117,2,60,93,True,True,True
1164,117,2,89,33,True,True,True
1165,117,2,49,96,True,True,True
1166,117,2,35,44,True,True,True
1167,117,2,90,11,True,True,True
1168,117,2,99,72,True,True,True
1169,117,2,78,74,True,True,True
1170,117,2,66,46,True,True,True
1171,118,3,9,3,True,True,True
1172,118,3,85,26,True,True,True
1173,118,3,72,48,True,True,True
1174,118,3,66,70,True,True,True
1175,118,3,28,93,True,True,True
1176,118,3,26,25,True,True,True
1177,118,3,12,5,True,True,True
1178,118,3,98,48,True,True,True
1179,118,3,37,79,True,True,True
1180,118,3,44,100,True,True,True
1181,119,4,15,43,True,True,True
1182,119,4,48,87,True,True,True
1183,119,4,70,46,True,True,True
1184,119,4,43,21,True,True,True
1185,119,4,23,80,True,True,True
1186,119,4,47,15,True,True,True
1187,119,4,25,36,True,True,True
1188,119,4,75,51,True,True,True
1189,119,4,15,68,True,True,True
1190,119,4,21,13,True,True,True
1191,120,5,86,19,True,True,True
1192,120,5,34,78,True,True,True
1193,120,5,68,52,True,True,True
1194,120,5,27,29,True,True,True
1195,120,5,28,35,True,True,True
1196,120,5,8,16,True,True,True
1197,120,5,36,30,True,True,True
1198,120,5,18,2,True,True,True
1199,120,5,49,77,True,True,True
1200,120,5,4,90,True,True,True
1201,121,1,89,94,True,True,True
1202,121,1,75,7,True,True,True
1203,121,1,95,74,True,True,True
1204,121,1,39,13,True,True,True
1205,121,1,31,71,True,True,True
1206,121,1,63,56,True,True,True
1207,121,1,42,61,True,True,True
1208,121,1,42,56,True,True,True
1209,121,1,36,84,True,True,True
1210,121,1,68,7,True,True,True
1211,122,2,54,1,True,True,True
1212,122,2,44,45,True,True,True
1213,122,2,47,13,True,True,True
1214,122,2,22,21,True,True,True
1215,122,2,86,92,True,True,True
1216,122,2,9,26,True,True,True
1217,122,2,9,15,True,True,True
1218,122,2,10,88,True,True,True
1219,122,2,42,72,True,True,True
1220,122,2,24,80,True,True,True
1221,123,3,49,26,True,True,True
1222,123,3,91,37,True,True,True
1223,123,3,68,50,True,True,True
1224,123,3,24,19,True,True,True
1225,123,3,100,60,True,True,True
1226,123,3,39,74,True,True,True
1227,123,3,89,18,True,True,True
1228,123,3,19,36,True,True,True
1229,123,3,74,97,True,True,True
1230,123,3,55,69,True,True,True
1231,124,4,47,49,True,True,True
1232,124,4,99,98,True,True,True
1233,124,4,33,21,True,True,True
1234,124,4,81,22,True,True,True
1235,124,4,48,37,True,True,True
1236,124,4,15,35,True,True,True
1237,124,4,92,71,True,True,True
1238,124,4,32,11,True,True,True
1239,124,4,10,73,True,True,True
1240,124,4,78,77,True,True,True
1241,125,5,57,25,True,True,True
1242,125,5,2,64,True,True,True
1243,125,5,35,7,True,True,True
1244,125,5,85,18,True,True,True
1245,125,5,67,42,True,True,True
1246,125,5,39,41,True,True,True
1247,125,5,75,24,True,True,True
1248,125,5,60,46,True,True,True
1249,125,5,19,68,True,True,True
1250,125,5,90,42,True,True,True
1251,126,1,32,39,True,True,True
1252,126,1,36,97,True,True,True
1253,126,1,36,3,True,True,True
1254,126,1,73,8,True,True,True
1255,126,1,97,70,True,True,True
1256,126,1,41,68,True,True,True
1257,126,1,13,49,True,True,True
1258,126,1,60,2,True,True,True
1259,126,1,60,5,True,True,True
1260,126,1,44,27,True,True,True
1261,127,2,32,21,True,True,True
1262,127,2,8,72,True,True,True
1263,127,2,50,67,True,True,True
1264,127,2,44,58,True,True,True
1265,127,2,3,86,True,True,True
1266,127,2,70,2,True,True,True
1267,127,2,87,44,True,True,True
1268,127,2,2,81,True,True,True
1269,127,2,35,98,True,True,True
1270,127,2,87,30,True,True,True
1271,128,3,8,22,True,True,True
1272,128,3,44,58,True,True,True
1273,128,3,36,69,True,True,True
1274,128,3,77,93,True,True,True
1275,128,3,31,47,True,True,True
1276,128,3,55,80,True,True,True
1277,128,3,62,30,True,True,True
1278,128,3,55,16,True,True,True
1279,128,3,12,17,True,True,True
1280,128,3,16,12,True,True,True
1281,129,4,8,84,True,True,True
1282,129,4,3,16,True,True,True
1283,129,4,30,23,True,True,True
1284,129,4,92,5,True,True,True
1285,129,4,84,65,True,True,True
1286,129,4,30,21,True,True,True
1287,129,4,84,70,True,True,True
1288,129,4,22,82,True,True,True
1289,129,4,72,32,True,True,True
1290,129,4,33,16,True,True,True
1291,130,5,76,38,True,True,True
1292,130,5,98,14,True,True,True
1293,130,5,36,97,True,True,True
1294,130,5,23,66,True,True,True
1295,130,5,85,2,True,True,True
1296,130,5,91,73,True,True,True
1297,130,5,65,75,True,True,True
1298,130,5,67,52,True,True,True
1299,130,5,62,23,True,True,True
1300,130,5,26,68,True,True,True
1301,131,1,82,55,True,True,True
1302,131,1,6,35,True,True,True
1303,131,1,22,43,True,True,True
1304,131,1,15,86,True,True,True
1305,131,1,60,12,True,True,True
1306,131,1,49,42,True,True,True
1307,131,1,38,82,True,True,True
1308,131,1,45,35,True,True,True
1309,131,1,30,88,True,True,True
1310,131,1,30,78,True,True,True
1311,132,2,6,67,True,True,True
1312,132,2,80,7,True,True,True
1313,132,2,52,14,True,True,True
1314,132,2,73,15,True,True,True
1315,132,2,21,35,True,True,True
1316,132,2,66,91,True,True,True
1317,132,2,2,35,True,True,True
1318,132,2,82,78,True,True,True
1319,132,2,20,82,True,True,True
1320,132,2,10,25,True,True,True
1321,133,3,66,25,True,True,True
1322,133,3,54,33,True,True,True
1323,133,3,36,95,True,True,True
1324,133,3,14,65,True,True,True
1325,133,3,80,54,True,True,True
1326,133,3,52,3,True,True,True
1327,133,3,99,41,True,True,True
1328,133,3,6,25,True,True,True
1329,133,3,13,98,True,True,True
1330,133,3,8,21,True,True,True
1331,134,4,98,68,True,True,True
1332,134,4,25,79,True,True,True
1333,134,4,68,45,True,True,True
1334,134,4,60,12,True,True,True
1335,134,4,32,96,True,True,True
1336,134,4,92,13,True,True,True
1337,134,4,31,78,True,True,True
1338,134,4,20,18,True,True,True
1339,134,4,93,60,True,True,True
1340,134,4,63,6,True,True,True
1341,135,5,32,93,True,True,True
1342,135,5,43,2,True,True,True
1343,135,5,60,23,True,True,True
1344,135,5,83,31,True,True,True
1345,135,5,5,83,True,True,True
1346,135,5,34,10,True,True,True
1347,135,5,89,2,True,True,True
1348,135,5,11,50,True,True,True
1349,135,5,31,56,True,True,True
1350,135,5,79,73,True,True,True
1351,136,1,87,83,True,True,True
1352,136,1,9,99,True,True,True
1353,136,1,21,73,True,True,True
1354,136,1,28,62,True,True,True
1355,136,1,7,80,True,True,True
1356,136,1,16,97,True,True,True
1357,136,1,4,4,True,True,True
1358,136,1,40,17,True,True,True
1359,136,1,52,93,True,True,True
1360,136,1,52,36,True,True,True
1361,137,2,38,50,True,True,True
1362,137,2,63,63,True,True,True
1363,137,2,62,99,True,True,True
1364,137,2,7,27,True,True,True
1365,137,2,92,86,True,True,True
1366,137,2,14,71,True,True,True
1367,137,2,86,5,True,True,True
1368,137,2,55,2,True,True,True
1369,137,2,62,91,True,True,True
1370,137,2,21,79,True,True,True
1371,138,3,21,10,True,True,True
1372,138,3,87,58,True,True,True
1373,138,3,39,5,True,True,True
1374,138,3,65,13,True,True,True
1375,138,3,85,90,True,True,True
1376,138,3,85,53,True,True,True
1377,138,3,82,45,True,True,True
1378,138,3,32,36,True,True,True
1379,138,3,81,99,True,True,True
1380,138,3,60,11,True,True,True
1381,139,4,63,21,True,True,True
1382,139,4,52,55,True,True,True
1383,139,4,26,68,True,True,True
1384,139,4,34,52,True,True,True
1385,139,4,82,99,True,True,True
1386,139,4,93,52,True,True,True
1387,139,4,29,38,True,True,True
1388,139,4,42,21,True,True,True
1389,139,4,42,13,True,True,True
1390,139,4,64,17,True,True,True
1391,140,5,9,41,True,True,True
1392,140,5,1,2,True,True,True
1393,140,5,60,48,True,True,True
1394,140,5,29,97,True,True,True
1395,140,5,10,58,True,True,True
1396,140,5,60,21,True,True,True
1397,140,5,28,75,True,True,True
1398,140,5,34,8,True,True,True
1399,140,5,59,86,True,True,True
1400,140,5,72,49,True,True,True
1401,141,1,79,17,True,True,True
1402,141,1,60,87,True,True,True
1403,141,1,88,45,True,True,True
1404,141,1,83,69,True,True,True
1405,141,1,32,44,True,True,True
1406,141,1,65,87,True,True,True
1407,141,1,8,77,True,True,True
1408,141,1,72,87,True,True,True
1409,141,1,43,1,True,True,True
1410,141,1,51,24,True,True,True
1411,142,2,99,24,True,True,True
1412,142,2,17,5,True,True,True
1413,142,2,20,21,True,True,True
1414,142,2,58,31,True,True,True
1415,142,2,100,11,True,True,True
1416,142,2,52,15,True,True,True
1417,142,2,83,7,True,True,True
1418,142,2,28,51,True,True,True
1419,142,2,58,5,True,True,True
1420,142,2,5,94,True,True,True
1421,143,3,96,8,True,True,True
1422,143,3,64,10,True,True,True
1423,143,3,38,96,True,True,True
1424,143,3,92,81,True,True,True
1425,143,3,95,8,True,True,True
1426,143,3,25,73,True,True,True
1427,143,3,66,79,True,True,True
1428,143,3,50,67,True,True,True
1429,143,3,49,36,True,True,True
1430,143,3,68,78,True,True,True
1431,144,4,41,89,True,True,True
1432,144,4,62,10,True,True,True
1433,144,4,21,36,True,True,True
1434,144,4,12,91,True,True,True
1435,144,4,2,13,True,True,True
1436,144,4,53,32,True,True,True
1437,144,4,95,16,True,True,True
1438,144,4,32,32,True,True,True
1439,144,4,98,11,True,True,True
1440,144,4,10,15,True,True,True
1441,145,5,17,40,True,True,True
1442,145,5,18,55,True,True,True
1443,145,5,73,25,True,True,True
1444,145,5,59,78,True,True,True
1445,145,5,89,22,True,True,True
1446,145,5,30,84,True,True,True
1447,145,5,85,44,True,True,True
1448,145,5,32,51,True,True,True
1449,145,5,46,21,True,True,True
1450,145,5,99,32,True,True,True
1451,146,1,94,39,True,True,True
1452,146,1,12,47,True,True,True
1453,146,1,18,21,True,True,True
1454,146,1,13,21,True,True,True
1455,146,1,8,46,True,True,True
1456,146,1,7,23,True,True,True
1457,146,1,96,75,True,True,True
1458,146,1,86,22,True,True,True
1459,146,1,89,22,True,True,True
1460,146,1,92,29,True,True,True
1461,147,2,13,82,True,True,True
1462,147,2,2,29,True,True,True
1463,147,2,85,79,True,True,True
1464,147,2,52,27,True,True,True
1465,147,2,50,95,True,True,True
1466,147,2,79,23,True,True,True
1467,147,2,88,44,True,True,True
1468,147,2,77,22,True,True,True
1469,147,2,43,37,True,True,True
1470,147,2,61,97,True,True,True
1471,148,3,56,3,True,True,True
1472,148,3,63,19,True,True,True
1473,148,3,23,29,True,True,True
1474,148,3,30,39,True,True,True
1475,148,3,25,8,True,True,True
1476,148,3,58,16,True,True,True
1477,148,3,72,1,True,True,True
1478,148,3,5,3,True,True,True
1479,148,3,65,4,True,True,True
1480,148,3,99,96,True,True,True
1481,149,4,64,98,True,True,True
1482,149,4,89,10,True,True,True
1483,149,4,21,46,True,True,True
1484,149,4,91,27,True,True,True
1485,149,4,66,41,True,True,True
1486,149,4,13,9,True,True,True
1487,149,4,36,86,True,True,True
1488,149,4,90,58,True,True,True
1489,149,4,54,12,True,True,True
1490,149,4,81,78,True,True,True
1491,150,5,14,34,True,True,True
1492,150,5,53,20,True,True,True
1493,150,5,75,16,True,True,True
1494,150,5,95,70,True,True,True
1495,150,5,56,83,True,True,True
1496,150,5,58,4,True,True,True
1497,150,5,4,20,True,True,True
1498,150,5,10,24,True,True,True
1499,150,5,99,26,True,True,True
1500,150,5,37,85,True,True,True
1501,151,1,54,21,True,True,True
1502,151,1,74,38,True,True,True
1503,151,1,46,4,True,True,True
1504,151,1,60,57,True,True,True
1505,151,1,45,20,True,True,True
1506,151,1,17,71,True,True,True
1507,151,1,4,93,True,True,True
1508,151,1,14,3,True,True,True
1509,151,1,88,80,True,True,True
1510,151,1,58,55,True,True,True
1511,152,2,4,24,True,True,True
1512,152,2,34,30,True,True,True
1513,152,2,82,19,True,True,True
1514,152,2,31,60,True,True,True
1515,152,2,60,19,True,True,True
1516,152,2,49,63,True,True,True
1517,152,2,83,22,True,True,True
1518,152,2,24,76,True,True,True
1519,152,2,30,58,True,True,True
1520,152,2,31,100,True,True,True
1521,153,3,64,19,True,True,True
1522,153,3,48,45,True,True,True
1523,153,3,100,94,True,True,True
1524,153,3,55,55,True,True,True
1525,153,3,97,18,True,True,True
1526,153,3,63,92,True,True,True
1527,153,3,47,75,True,True,True
1528,153,3,57,45,True,True,True
1529,153,3,33,17,True,True,True
1530,153,3,70,4,True,True,True
1531,154,4,20,47,True,True,True
1532,154,4,91,15,True,True,True
1533,154,4,70,47,True,True,True
1534,154,4,78,75,True,True,True
1535,154,4,9,90,True,True,True
1536,154,4,16,69,True,True,True
1537,154,4,61,10,True,True,True
1538,154,4,50,3,True,True,True
1539,154,4,77,94,True,True,True
1540,154,4,70,81,True,True,True
1541,155,5,51,19,True,True,True
1542,155,5,42,35,True,True,True
1543,155,5,46,26,True,True,True
1544,155,5,69,93,True,True,True
1545,155,5,64,37,True,True,True
1546,155,5,84,49,True,True,True
1547,155,5,21,74,True,True,True
1548,155,5,64,5,True,True,True
1549,155,5,100,70,True,True,True
1550,155,5,90,4,True,True,True
1551,156,1,39,35,True,True,True
1552,156,1,1,24,True,True,True
1553,156,1,57,100,True,True,True
1554,156,1,70,41,True,True,True
1555,156,1,54,46,True,True,True
1556,156,1,60,60,True,True,True
1557,156,1,57,31,True,True,True
1558,156,1,84,24,True,True,True
1559,156,1,89,36,True,True,True
1560,156,1,85,30,True,True,True
1561,157,2,24,30,True,True,True
1562,157,2,86,92,True,True,True
1563,157,2,7,35,True,True,True
1564,157,2,55,92,True,True,True
1565,157,2,14,10,True,True,True
1566,157,2,80,16,True,True,True
1567,157,2,54,95,True,True,True
1568,157,2,89,77,True,True,True
1569,157,2,70,44,True,True,True
1570,157,2,73,45,True,True,True
1571,158,3,100,56,True,True,True
1572,158,3,84,82,True,True,True
1573,158,3,57,21,True,True,True
1574,158,3,68,50,True,True,True
1575,158,3,33,91,True,True,True
1576,158,3,7,70,True,True,True
1577,158,3,15,82,True,True,True
1578,158,3,32,75,True,True,True
1579,158,3,20,88,True,True,True
1580,158,3,15,48,True,True,True
1581,159,4,71,21,True,True,True
1582,159,4,42,26,True,True,True
1583,159,4,14,57,True,True,True
1584,159,4,37,58,True,True,True
1585,159,4,21,82,True,True,True
1586,159,4,69,3,True,True,True
1587,159,4,87,90,True,True,True
1588,159,4,37,88,True,True,True
1589,159,4,49,19,True,True,True
1590,159,4,89,85,True,True,True
1591,160,5,12,61,True,True,True
1592,160,5,41,33,True,True,True
1593,160,5,50,68,True,True,True
1594,160,5,71,86,True,True,True
1595,160,5,33,81,True,True,True
1596,160,5,24,61,True,True,True
1597,160,5,61,98,True,True,True
1598,160,5,28,58,True,True,True
1599,160,5,43,41,True,True,True
1600,160,5,39,86,True,True,True
1601,161,1,49,17,True,True,True
1602,161,1,98,70,True,True,True
1603,161,1,70,98,True,True,True
1604,161,1,65,74,True,True,True
1605,161,1,85,5,True,True,True
1606,161,1,2,22,True,True,True
1607,161,1,57,66,True,True,True
1608,161,1,74,98,True,True,True
1609,161,1,16,51,True,True,True
1610,161,1,39,86,True,True,True
1611,162,2,76,88,True,True,True
1612,162,2,40,38,True,True,True
1613,162,2,60,59,True,True,True
1614,162,2,10,99,True,True,True
1615,162,2,64,63,True,True,True
1616,162,2,49,64,True,True,True
1617,162,2,32,7,True,True,True
1618,162,2,21,20,True,True,True
1619,162,2,26,68,True,True,True
1620,162,2,86,15,True,True,True
1621,163,3,85,79,True,True,True
1622,163,3,86,92,True,True,True
1623,163,3,14,27,True,True,True
1624,163,3,40,58,True,True,True
1625,163,3,28,26,True,True,True
1626,163,3,63,66,True,True,True
1627,163,3,25,3,True,True,True
1628,163,3,72,44,True,True,True
1629,163,3,97,42,True,True,True
1630,163,3,99,6,True,True,True
1631,164,4,39,52,True,True,True
1632,164,4,23,89,True,True,True
1633,164,4,50,43,True,True,True
1634,164,4,19,69,True,True,True
1635,164,4,51,11,True,True,True
1636,164,4,12,74,True,True,True
1637,164,4,8,24,True,True,True
1638,164,4,92,41,True,True,True
1639,164,4,36,85,True,True,True
1640,164,4,72,55,True,True,True
1641,165,5,9,47,True,True,True
1642,165,5,15,48,True,True,True
1643,165,5,82,42,True,True,True
1644,165,5,60,84,True,True,True
1645,165,5,70,12,True,True,True
1646,165,5,2,7,True,True,True
1647,165,5,80,3,True,True,True
1648,165,5,3,27,True,True,True
1649,165,5,40,33,True,True,True
1650,165,5,92,1,True,True,True
1651,166,1,8,32,True,True,True
1652,166,1,48,4,True,True,True
1653,166,1,94,70,True,True,True
1654,166,1,19,32,True,True,True
1655,166,1,9,12,True,True,True
1656,166,1,11,46,True,True,True
1657,166,1,16,1,True,True,True
1658,166,1,63,21,True,True,True
1659,166,1,30,13,True,True,True
1660,166,1,34,4,True,True,True
1661,167,2,28,95,True,True,True
1662,167,2,59,27,True,True,True
1663,167,2,69,25,True,True,True
1664,167,2,3,97,True,True,True
1665,167,2,68,25,True,True,True
1666,167,2,20,34,True,True,True
1667,167,2,26,5,True,True,True
1668,167,2,99,61,True,True,True
1669,167,2,92,93,True,True,True
1670,167,2,9,50,True,True,True
1671,168,3,6,83,True,True,True
1672,168,3,60,44,True,True,True
1673,168,3,11,66,True,True,True
1674,168,3,47,73,True,True,True
1675,168,3,85,88,True,True,True
1676,168,3,98,86,True,True,True
1677,168,3,3,76,True,True,True
1678,168,3,92,30,True,True,True
1679,168,3,90,21,True,True,True
1680,168,3,28,90,True,True,True
1681,169,4,62,33,True,True,True
1682,169,4,85,35,True,True,True
1683,169,4,52,34,True,True,True
1684,169,4,41,51,True,True,True
1685,169,4,47,82,True,True,True
1686,169,4,58,75,True,True,True
1687,169,4,57,23,True,True,True
1688,169,4,48,22,True,True,True
1689,169,4,17,69,True,True,True
1690,169,4,11,94,True,True,True
1691,170,5,15,91,True,True,True
1692,170,5,35,33,True,True,True
1693,170,5,84,16,True,True,True
1694,170,5,34,66,True,True,True
1695,170,5,99,40,True,True,True
1696,170,5,28,47,True,True,True
